Nome: UBERLANDIA
Codigo Estacao: A507
Latitude: -18.91694443
Longitude: -48.25555555
Altitude: 874.77
Situacao: Operante
Data Inicial: 2005-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2010-06-11;0;921,8;28,2;21,6;15,6;56,3;,9;
2010-06-12;0;921,9;26,4;19,9;14,9;62,1;1,7;
2010-06-13;0;921;24,9;19,1;13,6;60,3;2,1;
2010-06-14;0;920,3;24,9;18,7;12,8;54,5;1,9;
2010-06-15;0;920,8;26,7;18,9;12,3;52,5;1,4;
2010-06-16;0;920,3;27,6;19,9;13,5;48,1;1,2;
2010-06-17;0;919,4;29,1;20,9;13,6;43,5;,9;
2010-06-18;0;918,5;28;20,5;12,2;44,3;1,3;
2010-06-19;0;917,6;28,2;21,2;14,6;42,3;1,5;
2010-06-20;0;917,1;29,3;21,9;16;41,5;1,3;
2010-06-21;0;917,1;29,8;22,1;15,1;39,7;,8;
2010-06-22;0;918,7;30,9;22,6;15,9;43;,9;
2010-06-23;0;919,5;29,1;23,5;17,5;44,3;1,6;
2010-06-24;0;921,1;27,3;21,5;16,4;52,6;2,5;
2010-06-25;0;922,8;27,5;21;14,9;55,8;1,7;
2010-06-26;0;921,4;27,6;21,6;16,6;53,1;1,7;
2010-06-27;0;921,4;25,2;19,3;12,6;47,7;1,7;
2010-06-28;0;922,2;26,9;20,5;14,4;48,8;1,1;
2010-06-29;0;921,2;27,3;20,4;14,9;50;1,6;
2010-06-30;0;922;26,6;20,1;14,9;49,8;1,5;
2010-07-01;0;921,7;26,3;20;14,1;44,9;1,9;
2010-07-02;0;921,1;27,3;20,2;14,4;45,1;1,9;
2010-07-03;0;921,3;27,3;21,4;16,2;48,9;1,6;
2010-07-04;0;920,6;26,5;21,1;16,2;50;2,2;
2010-07-05;0;920,5;26,8;20,4;15,2;47,8;2,1;
2010-07-06;0;920,8;27,1;20,4;14,8;54,6;2;
2010-07-07;0;919,9;25,2;19,9;14,4;49,8;1,8;
2010-07-08;0;919,8;26,8;20,9;15,5;42;1,5;
2010-07-09;0;919,6;27,9;22;17,1;39,8;1,4;
2010-07-10;0;919,1;28,5;22;15,1;46,4;,7;
2010-07-11;0;917,3;28,2;22,1;17,1;46,3;1,8;
2010-07-12;0;916,4;29,1;23;18,5;53,2;2,2;
2010-07-13;0;916,6;26,9;22,2;19,5;59,5;1,7;
2010-07-14;1,2;918;29,8;21,1;17;74,9;1,2;
2010-07-15;,4;919,4;29,3;22,5;16,9;62;1,9;
2010-07-16;0;921,5;28,6;23,1;18,4;48,5;2,9;
2010-07-17;0;923,1;27,9;22,3;17,5;53,1;2,8;
2010-07-18;0;922,6;27,8;21,7;15,7;51;2,4;
2010-07-19;0;921,3;26,9;21,4;16,5;53,2;2,9;
2010-07-20;0;921;28,6;21,9;16,7;53,4;2;
2010-07-21;0;920,8;27,7;21,9;17;49,5;2,2;
2010-07-22;0;921,2;29;22,1;17,3;48;2,3;
2010-07-23;0;922,7;29,7;22,9;17,9;43,9;2;
2010-07-24;0;922;28,6;22,2;16,2;38;2,7;
2010-07-25;0;922,5;25,3;19,8;14,3;46,8;2,2;
2010-07-26;0;921,3;27,3;20,5;14;46;1,2;
2010-07-27;0;921,2;25;21,6;19,1;43,6;1,8;
2010-07-28;0;921,8;26,6;21,2;16;47,9;2,8;
2010-07-29;0;922,1;26,9;22,1;18,2;46,2;2;
2010-07-30;0;919,7;26,3;21;17;47,6;2,4;
2010-07-31;0;917,8;28,3;21,5;15,4;41,8;1,4;
2010-08-01;0;917,8;30,2;23,2;17,5;36,5;1,4;
2010-08-02;0;919,2;29;23;16,8;36,2;1,8;
2010-08-03;0;920;29,4;22,5;16,4;35,1;1,7;
2010-08-04;0;920,2;27,8;21,9;17,2;36,3;1,7;
2010-08-05;0;920,8;28,4;21,8;15,3;43,3;1,2;
2010-08-06;0;920,1;28,5;20,8;14,7;48,8;1,2;
2010-08-07;0;919,9;29,6;22;15;38;1,1;
2010-08-08;0;920,1;30,4;23,3;17,6;37,2;1,3;
2010-08-09;0;920,1;31,7;24,1;15,8;35,2;,9;
2010-08-10;0;920,8;31,9;25,3;20,7;25,7;1,9;
2010-08-11;0;921,4;28,7;23,2;17,7;39,3;2,9;
2010-08-12;0;921,4;27,4;21,9;16,5;44,8;2,5;
2010-08-13;0;921,2;28,7;22,3;17,6;40,6;1,7;
2010-08-14;0;919,5;28,1;21,3;15;47,2;1;
2010-08-15;0;919,9;27;19;13,2;47,1;1,6;
2010-08-16;0;920,5;27,3;18,5;11,8;42,6;1,3;
2010-08-17;0;921,7;27,7;19;12,1;37;2,9;
2010-08-18;0;921,8;26,1;19,1;12,4;36,3;2,5;
2010-08-19;0;921;26,1;18,7;12,6;40,6;2,1;
2010-08-20;0;920,7;26,4;19,3;12,7;39,7;1,6;
2010-08-21;0;920,8;29,3;21,8;14,4;31,1;1,7;
2010-08-22;0;921,1;29,1;22,3;15,9;32,2;2,2;
2010-08-23;0;920;28,7;22,1;14,9;32,1;1,9;
2010-08-24;0;919,1;30,6;23;15,9;28,1;1,7;
2010-08-25;0;919,1;29,9;23,3;15,9;29,6;1,4;
2010-08-26;0;918,8;29,9;23,7;15,1;29,5;1,5;
2010-08-27;0;917,5;32;25;18,1;27,1;1,3;
2010-08-28;0;916,9;32,9;25,7;19;25,9;1;
2010-08-29;0;917,2;34,2;26,3;19,1;25,5;1,5;
2010-08-30;0;917,8;31,6;26;20,2;30,1;2,1;
2010-08-31;0;918,7;28,9;24;18,5;38,8;3,3;
2010-09-01;0;919,8;28,8;22,6;16,6;43,2;2,4;
2010-09-02;0;921;29,4;23,1;17,4;41;2,5;
2010-09-03;0;919,9;31,1;24,5;18,5;35;2;
2010-09-04;0;918,5;32,3;25,5;19,1;25,4;1,7;
2010-09-05;0;918,3;33,4;25,9;20,8;35,2;1,1;
2010-09-06;0;919,7;33,5;25,8;18,4;35,9;1,9;
2010-09-07;0;919,7;31,5;25;20,1;37,1;2,6;
2010-09-08;0;918,5;30,6;23,3;17,4;48,7;1,9;
2010-09-09;0;918,8;31,1;24,6;18,5;42,9;2;
2010-09-10;0;920;30,8;24,4;18;42,4;3;
2010-09-11;0;919,8;30,7;23,8;17,6;38,3;2,5;
2010-09-12;0;918,5;30,3;22,9;16,3;31,6;2,2;
2010-09-13;0;917,3;30,8;23,5;16,8;26;2,3;
2010-09-14;0;917,8;33,5;25,8;20,2;26,2;2;
2010-09-15;0;917,1;34,2;26,7;18,1;28,5;1,1;
2010-09-16;0;915,9;33,6;27,3;21,1;30,8;1,8;
2010-09-17;0;916,3;35;28,2;22,5;29,2;1,9;
2010-09-18;0;917,1;35,1;28,6;22,9;28,8;2;
2010-09-19;0;917,9;32,6;27,3;21,6;34,3;2,2;
2010-09-20;0;917,8;30,4;25,4;19,9;40,6;3,1;
2010-09-21;0;917,5;30,4;24,7;19,2;44,3;3,2;
2010-09-22;0;917,2;31,3;25,4;19,9;39,5;2,4;
2010-09-23;0;916,2;33,6;26,8;20,7;31,3;2,1;
2010-09-24;0;914,9;32,6;26,8;22,7;28,8;2,7;
2010-09-25;0;915,1;33;25,9;19,8;41,7;2;
2010-09-26;0;913,7;33,7;27,3;23,5;36,2;2,9;
2010-09-27;0;913,6;23,3;19,4;18,6;80,7;1,7;
2010-09-28;23,4;911,7;27;20,3;17,3;80,7;2,2;
2010-09-29;22,8;912,4;28,4;22,4;17,6;75,4;1,9;
2010-09-30;1;914,8;29,1;23,2;18,4;75,9;1,4;
2010-10-01;,8;914,3;33;26,6;20,5;62;1,6;
2010-10-02;1,2;916,2;28,7;22,3;18,3;73,3;2,7;
2010-10-03;,2;917,4;31,3;24,2;19,2;68,3;1,1;
2010-10-04;,2;916,8;31,2;24,3;20,6;68,8;2,2;
2010-10-05;0;916,1;32,8;24,4;20,8;68,5;1,6;
2010-10-06;,2;915;33;26,2;20,1;55,6;1,2;
2010-10-07;1,2;915,5;32;25,3;19,6;61,2;1,8;
2010-10-08;13,2;917;28,6;22,2;18,9;74;1,9;
2010-10-09;0;918,3;30,1;21,8;14,9;47;1,4;
2010-10-10;0;918,2;30,4;22,5;15,8;51,6;1,3;
2010-10-11;0;917;31,2;24,2;18,7;55,5;1,6;
2010-10-12;0;916,8;31,8;24;16,2;51,6;1,4;
2010-10-13;0;915,8;33,3;25,9;18,9;49,3;1,7;
2010-10-14;0;916,5;33;26,8;21,4;51,8;2,6;
2010-10-15;1,8;918,3;27,6;21,8;19,4;77,3;1,9;
2010-10-16;2,4;916,7;30,9;24,4;20,2;63,6;1,5;
2010-10-17;,4;915,1;31,1;24,4;20,3;70,8;1;
2010-10-18;13,4;914,4;28,1;23,5;21,1;70,9;1,3;
2010-10-19;,4;914,8;30,9;24,6;19,8;56,4;1,5;
2010-10-20;0;915,1;31,6;25,1;18,3;41,3;1,4;
2010-10-21;0;914,8;33,4;26,3;19,1;35,8;1,3;
2010-10-22;0;913,6;33;27,3;20,7;39,2;1,6;
2010-10-23;0;913,9;28,9;22,6;20,4;74,6;1,5;
2010-10-24;11,8;913,6;26,3;21,5;19,8;84;,7;
2010-10-25;34,4;912,9;29,9;23,6;18,6;70,8;1,5;
2010-10-26;1,6;911,6;32;25,4;21,4;60,4;1,8;
2010-10-27;0;911,4;31;24;17,5;43,6;1,4;
2010-10-28;0;912,6;32,1;25;16,9;34,6;,8;
2010-10-29;0;912,8;33,5;27;19,1;29,8;1,2;
2010-10-30;0;913,1;33;26,8;23,4;51,3;2,5;
2010-10-31;26,6;915,9;27,2;21,5;17,8;79,5;2,1;
2010-11-01;,6;916,3;25,6;21,3;20,3;86,8;,5;
2010-11-02;50,4;914,9;22,4;20,1;18,1;80,9;,5;
2010-11-03;0;913,3;28,6;22,5;17,8;69,4;1,1;
2010-11-04;0;914,2;29,5;23,8;18,7;68;2,1;
2010-11-05;43,4;915;29,4;22,1;18,7;78,8;2,5;
2010-11-06;31,2;913,2;22,5;20,3;18,7;88;1,5;
2010-11-07;1,4;914,1;28,4;22,5;16,9;71,1;,7;
2010-11-08;0;915,7;28,5;23,6;19,9;72;2,1;
2010-11-09;0;915,4;28,6;23,7;20,5;71,5;1,9;
2010-11-10;14,2;914,6;29;23,2;18,7;73;1,3;
2010-11-11;0;915,4;30,9;23,3;19,8;73,8;,8;
2010-11-12;2,6;916,4;29,9;23,9;20,2;70,3;2,4;
2010-11-13;0;915,5;31;24,5;19,6;65,7;1,8;
2010-11-14;5;914,6;27,5;21,9;18,4;75;2,1;
2010-11-15;12,4;914,4;27,6;22;16,6;72,5;1,8;
2010-11-16;1,4;913,6;26,4;22,4;18,1;74;2,3;
2010-11-17;4,6;913,6;26;21,5;18,9;77,7;1,2;
2010-11-18;,4;912,4;29,6;23,1;17,7;64,4;1,4;
2010-11-19;0;912,5;31,4;24,9;17,9;47,6;1,2;
2010-11-20;0;914,4;31,2;26,1;22,3;54,1;2;
2010-11-21;,4;913,7;30,7;24,2;19,7;69,6;2;
2010-11-22;67,8;911,9;26,8;21,7;19,3;82,8;1,6;
2010-11-23;5,2;909,6;29,9;23,3;19,9;75;1,4;
2010-11-24;,4;910,2;29,4;24,1;19,9;68,6;1,1;
2010-11-25;0;912;30,9;25,3;19,7;63,7;1,5;
2010-11-26;0;913,2;28,6;23,9;22,1;75,3;1,3;
2010-11-27;9,2;912,9;31,8;25,7;20;61,4;1,1;
2010-11-28;0;912,5;32,9;27,1;21,4;49,6;1,3;
2010-11-29;0;913,3;30,4;25,8;21,6;60,1;1,8;
2010-11-30;,4;913,7;30,1;24,6;21,2;70,2;1,5;
2010-12-01;,6;913,3;30,7;23,6;20,8;77,3;1,6;
2010-12-02;4;914,2;29;24,1;20,8;73,7;1,7;
2010-12-03;0;914,1;31,3;26,4;22,6;60,1;1,7;
2010-12-04;0;913,9;33,9;26,8;23,4;63,7;1,2;
2010-12-05;5,4;913,4;31,3;25,3;22,5;73,7;,7;
2010-12-06;32,2;913,4;29,3;23,9;19,7;75,1;2;
2010-12-07;8;911,9;31,7;25,2;22;73,8;1,2;
2010-12-08;2,4;911,7;31,5;25,1;21,5;70,8;1,2;
2010-12-09;0;910,1;32,4;26,2;20,6;60,7;1,2;
2010-12-10;0;911,1;31,9;26,8;22,7;62,7;1;
2010-12-11;0;912,8;30,9;26,3;22,2;64,7;2,6;
2010-12-12;0;911;32,4;26,8;21,9;57,6;1,6;
2010-12-13;0;908,2;30,9;25,9;23,8;66,6;1,5;
2010-12-14;9;908,9;29,1;22,4;20,4;83,8;1,1;
2010-12-15;23,6;910,9;29,1;22,3;19,9;84,9;1,3;
2010-12-16;24,8;913,4;27,7;22,4;19,9;80,8;2,4;
2010-12-17;,8;914,1;30,7;25,1;20,1;62,3;1,8;
2010-12-18;0;913,9;26,8;22,2;20,1;76,2;1,1;
2010-12-19;,2;913,8;31;23,6;19;67,8;1,3;
2010-12-20;7,8;916,1;30,2;24,2;18,6;64,8;1,4;
2010-12-21;0;916,9;30,8;25,3;20,3;57,5;1;
2010-12-22;,8;916,1;31,1;25,1;20,2;63,8;1,3;
2010-12-23;0;913,3;31,8;24,6;21,9;68,5;1,1;
2010-12-24;24,2;913,3;28,7;22,8;18,5;77;1,4;
2010-12-25;29,6;913,5;28,2;22,7;19,6;80,6;1,8;
2010-12-26;9,6;913,4;29;23,1;20,4;79,1;1,5;
2010-12-27;13,2;912,6;26,8;21,7;20,3;88,2;,8;
2010-12-28;34,8;911,2;27,8;22,5;19,8;82,7;1,2;
2010-12-29;4,8;909,8;28;22,8;19,9;82,3;,9;
2010-12-30;6,8;909,1;28,4;22,5;19,4;82,2;,8;
2010-12-31;44,2;908,9;31;23,6;19,9;76,9;1,9;
2011-01-01;3,4;910;28,6;23;19,6;80,3;1,5;
2011-01-02;9,4;909,7;25,5;21,2;20,3;88,8;2,1;
2011-01-03;3,4;909,3;24;20,5;19,2;90,2;2,3;
2011-01-04;29,6;910,8;28,1;22;19,1;83,3;1,4;
2011-01-05;20,8;914,5;29,8;22,3;18,5;81,2;1,7;
2011-01-06;8;915,3;27,2;22,4;19,8;83,5;1,5;
2011-01-07;5;915,7;28,7;22,4;19,7;84;1,3;
2011-01-08;29,4;915,3;28,9;23,6;20,6;74,8;1,4;
2011-01-09;13,2;914,4;24,8;21,7;19,3;85,3;1;
2011-01-10;4,4;912,1;29;22,5;19,9;82,2;1,6;
2011-01-11;,8;911,1;25;21,7;20,5;85,9;1,6;
2011-01-12;,6;912,1;27,5;22,5;20,4;82,4;2;
2011-01-13;3,6;912,2;24,5;21,7;20,2;86,8;2,1;
2011-01-14;13;913,8;25,5;21,5;19,6;89,1;1,4;
2011-01-15;9,8;912,6;30,7;23,3;20,2;82,1;,7;
2011-01-16;,6;912,7;30;23,5;21;78,2;1,8;
2011-01-17;14,6;914,8;31,4;24,4;20,1;73,5;1;
2011-01-18;1,2;914,5;29,9;24,5;20,5;73,8;1,1;
2011-01-19;1;913,1;28,8;23,8;21;76,3;1;
2011-01-20;5,2;912,8;29,8;23,9;20,8;75,2;1,1;
2011-01-21;0;912,2;31,5;25,8;21,7;61,8;1,6;
2011-01-22;,6;914;29,8;23,9;21,4;71,3;1,6;
2011-01-23;27,6;916,2;30,7;24,8;20;66,5;1,6;
2011-01-24;0;915,9;31,4;26;21,5;55,9;1,9;
2011-01-25;0;915,5;29,8;25,3;20,2;56,2;2,2;
2011-01-26;0;915,5;30,8;25,8;20,7;54,3;1,2;
2011-01-27;0;915,5;31,5;25,9;20,9;57,3;1,4;
2011-01-28;0;916;30,7;25,3;21,8;62,5;,9;
2011-01-29;,4;917,7;31,1;24,8;21;66,2;1,2;
2011-01-30;0;917,7;31,2;23,8;19,9;72,5;1,2;
2011-01-31;6,4;916,2;30,1;23,5;21,4;73,7;,9;
2011-02-01;31,8;916,7;31;23,7;18,6;71,3;1,4;
2011-02-02;,2;915,9;29,8;25;20,5;68,2;1,2;
2011-02-03;0;915,3;31,7;25,5;20,6;62,9;1,4;
2011-02-04;0;914,8;29,9;24,3;21,3;67,7;,9;
2011-02-05;,4;914,2;30,9;25,6;21,4;57,8;1,5;
2011-02-06;0;915,1;31,1;25,8;21,2;57,8;1,4;
2011-02-07;0;916,4;31,3;25,7;21,6;60,1;1,2;
2011-02-08;1,4;916,6;30,8;25,5;21,1;63,4;1,4;
2011-02-09;0;914,9;30,9;25,7;21,7;57,6;1;
2011-02-10;0;913,9;30,9;25;21,2;65,3;1,2;
2011-02-11;0;916;29,5;24,1;20,9;68,5;1;
2011-02-12;0;916,2;32,4;24,8;21,3;64,4;1,4;
2011-02-13;1;915,6;30,5;23,5;21,3;73,6;1,3;
2011-02-14;36,2;915,4;29,1;23,4;19,6;74,6;,5;
2011-02-15;38,8;915;29,2;23,1;19,2;77,5;,9;
2011-02-16;,6;915,7;29,2;23,2;20,6;77,8;,7;
2011-02-17;14,8;916,6;28,4;22,9;19;72,7;1,5;
2011-02-18;,8;915,9;28,6;24,2;20,8;68;2,4;
2011-02-19;,2;915,6;30,2;24,8;20,7;61,1;1,4;
2011-02-20;0;915,5;31,7;25,2;19,4;55,7;1,2;
2011-02-21;0;916,8;31,5;26,3;20,8;52,3;1,3;
2011-02-22;,4;916,6;30,3;24,5;19,8;67,7;1,5;
2011-02-23;0;913,7;29,8;24,3;20,9;72,1;1,2;
2011-02-24;22,2;913,7;30,4;23,9;19,1;76,1;1,3;
2011-02-25;,4;914,3;30,5;24,1;21,7;77,4;1,2;
2011-02-26;8,8;913,4;28,7;23;20,1;81,5;1,4;
2011-02-27;59;912,7;29,9;24,2;19,7;75,1;1,4;
2011-02-28;11,6;912,7;28,3;23,9;20,1;74,5;,9;
2011-03-01;19,8;912,4;28,8;23,6;19;76;1,3;
2011-03-02;3,4;913,3;26,4;21,3;19,3;86;1,3;
2011-03-03;40;914,2;27,3;21,6;19,3;85;1,8;
2011-03-04;63,2;914,3;24,5;20,9;19,4;88,8;1,4;
2011-03-05;8,4;914;26;21,3;19,2;85,8;1,4;
2011-03-06;19,6;913,4;27,5;21,3;19,6;88,2;,9;
2011-03-07;18,8;913,9;24,9;21,4;19,3;87;1;
2011-03-08;5;914,8;27,6;21,7;19,2;85,6;1,1;
2011-03-09;7,2;913,8;29,3;23,3;19,9;77,9;1,2;
2011-03-10;,6;913,4;25,5;21,9;20,7;84,8;,9;
2011-03-11;3,6;913,2;27,8;22,7;19,6;80,9;1,1;
2011-03-12;,2;912,8;27,8;22,5;20,7;84,2;1,5;
2011-03-13;10,4;910,8;29,3;23,2;18,8;78,9;1,5;
2011-03-14;0;910,6;27,9;22,1;20;84,6;,8;
2011-03-15;24,8;913,5;27,4;22,5;19,6;84;,8;
2011-03-16;1,8;915,8;29,3;23,3;20,3;79,5;1,1;
2011-03-17;2,6;915,3;29,6;23,5;20;78,4;1,2;
2011-03-18;,6;915,1;29,6;22,7;20,1;82,4;1,4;
2011-03-19;51,2;913,7;28,1;22;19,7;88,1;,6;
2011-03-20;44;914,4;26,7;21,6;18,4;83,7;3;
2011-03-21;6,2;915;22,2;20,4;19,3;87,9;2,6;
2011-03-22;5,4;915,2;25,6;21,9;19,1;76,6;2,3;
2011-03-23;0;916,7;27,2;22,1;19,9;75,2;1,8;
2011-03-24;7,6;918,1;28,7;22,3;19,5;77,4;1,6;
2011-03-25;,2;916,6;30,4;23,8;20,4;73,1;1,3;
2011-03-26;8,6;915,5;30,3;24,2;19,8;72;,9;
2011-03-27;0;915,5;32;25,5;20,8;66,8;1;
2011-03-28;0;916,4;31,4;null;20,9;66,4;,9;
2011-03-29;0;917,5;30,4;null;20,9;66,6;,9;
2011-03-30;null;916,6;31,5;25,9;21,5;61,1;1,3;
2011-03-31;0;915,6;31;24,6;22,1;68,3;1,4;
2011-04-01;22,2;915,4;30,5;25,2;20,4;67,8;,8;
2011-04-02;,6;915,2;28,3;22,9;21,2;79,7;1,3;
2011-04-03;4,4;914,4;29,6;21,6;19,3;82,4;1;
2011-04-04;57,4;914,4;28,1;22,5;18,6;78,9;1,3;
2011-04-05;0;914,9;29,6;23,9;20,4;75,2;1;
2011-04-06;0;916,3;29;23,4;18,5;68,8;,9;
2011-04-07;0;916,6;29,3;24,1;18,2;53,6;1;
2011-04-08;0;917,2;28,8;23,8;18,9;60,8;1,8;
2011-04-09;1,4;917,7;29,1;23,5;19,5;67,8;1,6;
2011-04-10;25,4;917,2;27,1;21,9;16,3;73,3;2,2;
2011-04-11;,2;917,2;29;23,4;18,6;68,5;1,8;
2011-04-12;0;915,7;29,4;24,5;20,3;66,8;2,1;
2011-04-13;7,8;916,8;29,4;23,1;19,3;74,3;1,6;
2011-04-14;0;917,2;30,6;24,4;19,9;66,7;1,7;
2011-04-15;0;917,8;29,3;24,7;20,1;60,9;1,5;
2011-04-16;0;917,4;29,5;24,3;19,7;60;1,6;
2011-04-17;0;917,5;28,8;24,2;20,2;58,8;1,8;
2011-04-18;0;919,2;29,1;23,8;18,6;59;1,6;
2011-04-19;0;918,9;30;24,4;19,8;59,3;1,7;
2011-04-20;0;917,5;28;23,6;19,1;59,4;2,2;
2011-04-21;0;916,9;30,1;23,6;18,6;58,8;1,4;
2011-04-22;0;916,7;28,6;23,8;19,2;57,4;1,6;
2011-04-23;0;917,1;29;24,1;20;57,3;1,2;
2011-04-24;0;916,6;30;24,4;19,2;56,8;,9;
2011-04-25;0;916,9;29,8;24,6;20;58,2;1,8;
2011-04-26;,2;918;28,1;20,9;18,3;77,4;2,3;
2011-04-27;19,2;918,8;25,6;21,2;18,1;72,3;2,1;
2011-04-28;4,6;919,1;22;17,1;15,8;87,7;1,6;
2011-04-29;32,6;917,6;27,3;19,9;13,9;68,3;1,2;
2011-04-30;0;916,4;28,2;22;16,1;60,4;1,3;
2011-05-01;0;916,4;28,7;22,9;17,9;60,9;,9;
2011-05-02;0;917,7;25,5;21,3;18,5;79,9;1,4;
2011-05-03;0;919,1;26,2;19,9;15,4;76;1,3;
2011-05-04;0;918,5;29,4;22,3;17,4;68,3;1;
2011-05-05;1,6;917,9;29,2;24,1;19,9;66,9;1,3;
2011-05-06;1,6;918,5;28,6;23,8;20,4;72,4;1;
2011-05-07;2,2;919;29,7;24;19,3;55,4;,8;
2011-05-08;0;918,3;28,5;23,1;18,6;57,8;1;
2011-05-09;0;916,9;28,7;23,3;18,5;56,6;1,1;
2011-05-10;0;916,8;27,4;22,8;17,9;58,3;1,8;
2011-05-11;0;918,3;27;21,8;17,1;57,9;1,9;
2011-05-12;0;917,5;27,5;21,9;17,3;62,1;1,3;
2011-05-13;0;916,3;27,3;22,1;17,2;64;1,5;
2011-05-14;0;916,9;27,5;21,7;16,7;61,4;1,3;
2011-05-15;0;915,8;27,4;22;17,3;59,9;1,1;
2011-05-16;0;915,4;25,4;20,2;15,9;70,3;,9;
2011-05-17;0;916,5;26;19,9;14,7;62;1,2;
2011-05-18;0;917;26,7;20,3;15,2;54,8;1,3;
2011-05-19;0;917,2;26,6;20,5;14,2;54,3;1,1;
2011-05-20;0;918,2;26,2;21,2;16,8;60,9;1,4;
2011-05-21;0;920,7;25,2;20,2;16,3;70,4;2,2;
2011-05-22;0;921,2;24,3;19,3;15,1;60,5;2,5;
2011-05-23;0;920,9;24,6;18,9;14;58,5;1,5;
2011-05-24;0;919,7;25,6;19,9;15;56,8;1,7;
2011-05-25;0;919,8;27,4;21,2;15,7;52;1,3;
2011-05-26;0;920,2;27,6;21,5;16,1;55;,9;
2011-05-27;0;919;27,3;21,8;15,3;47,6;,9;
2011-05-28;0;918;26,6;21,7;17,3;51,7;1;
2011-05-29;0;918,3;26,9;20,6;14,6;60,2;1;
2011-05-30;0;919,2;27;20,6;15,1;51,6;1,2;
2011-05-31;0;918,6;27,2;21,3;14,9;51,6;1;
2011-06-01;0;917,4;26,7;22;17,4;50,1;,5;
2011-06-02;0;917,5;26,8;21,4;15,9;54,6;,9;
2011-06-03;0;917,8;27,4;22,1;17,2;53,7;,9;
2011-06-04;0;919,1;25,4;20,2;15,2;56,2;1,1;
2011-06-05;0;918,9;25,1;19,3;15,5;49,5;1;
2011-06-06;0;918,2;25,7;19,5;14,1;57,8;2,2;
2011-06-07;0;917,3;27,1;22;17,6;62,2;2,6;
2011-06-08;,2;917,4;25,8;20,9;16,2;69,5;1,4;
2011-06-09;0;917,9;28;19,8;18,1;73,2;2,1;
2011-06-10;18,4;920,1;21,3;17;13,1;83,4;1;
2011-06-11;0;920,2;23,9;18,3;13,2;75,5;,9;
2011-06-12;0;920,1;25,9;19,8;14,4;57,5;1,7;
2011-06-13;0;921,8;26,7;20,4;15,7;60;1;
2011-06-14;0;920,7;25,6;20,4;15,2;52,9;1,6;
2011-06-15;0;920,5;25;18,7;13,2;54;2,1;
2011-06-16;0;920;25,1;19,1;14,5;53,6;2,1;
2011-06-17;0;920;24,9;19;13,8;54,9;1,4;
2011-06-18;0;919,5;25;18,7;13,2;58,4;,5;
2011-06-19;0;917,9;25,6;19,5;14;51,6;1,2;
2011-06-20;0;918;27,4;20,6;15,4;51,1;1,4;
2011-06-21;0;918,6;27,5;21,3;14,7;53;1,1;
2011-06-22;0;920,1;28,7;21,8;14,8;53;,7;
2011-06-23;0;919,8;27,3;21,2;16,3;55,6;1,6;
2011-06-24;0;918,3;26,9;20,5;15,2;55,9;1,2;
2011-06-25;0;918,6;27,4;21;15,9;54;1,3;
2011-06-26;null;917,6;27;null;16,3;61;2;
2011-06-27;,2;918,8;17,3;12,7;11;85,3;1,4;
2011-06-28;,2;919,3;24;15,2;8,7;63,1;,6;
2011-06-29;0;919,2;28,4;19,7;12,2;49,3;,8;
2011-06-30;0;918,4;27,3;21,5;17,1;54,3;2;
2011-07-01;0;919,1;28,2;22,5;17,8;55,8;1,7;
2011-07-02;0;918,9;28,6;22,2;17,5;57,5;1,3;
2011-07-03;0;918,8;28,6;22,3;17,3;52,5;1;
2011-07-04;0;919,2;26;19,2;15,6;74,7;1,5;
2011-07-05;0;919;27,4;18,6;11,8;67,8;,6;
2011-07-06;0;919,2;28,1;20,5;13,8;52;,7;
2011-07-07;0;918,8;26,2;20;14,4;56,4;1,1;
2011-07-08;0;918,8;25,1;19,3;14,4;53,8;,5;
2011-07-09;0;919,1;27;20,3;13,3;46,2;1,6;
2011-07-10;0;920,5;27,7;21,6;17;56;2;
2011-07-11;0;920,2;28,6;21,8;16,1;50,1;1,6;
2011-07-12;0;919,8;25,8;20,6;16;41,9;1,9;
2011-07-13;0;919,2;25,5;19,8;12,9;39,7;1,1;
2011-07-14;0;917,7;26,7;19,9;13,4;37,7;1,2;
2011-07-15;0;918,1;27,9;20,7;14,5;35;1,5;
2011-07-16;0;919;28,8;22,1;15,1;42,1;1,3;
2011-07-17;0;919,1;29,4;23;17;47,3;1,5;
2011-07-18;0;918,1;29,6;23,8;18,6;47,8;1,5;
2011-07-19;0;919;29,9;24;17,7;48,6;1,2;
2011-07-20;0;919,6;28,5;23,5;18,9;49,1;2,2;
2011-07-21;0;920;27,9;21,8;16,5;50;1,9;
2011-07-22;0;921;29;22,3;16,3;39,5;1,5;
2011-07-23;0;922;27,3;21,9;15,7;45;2,3;
2011-07-24;0;923,6;25,9;20,2;15,2;57,1;3,1;
2011-07-25;0;922,4;24,2;19;14,7;64,5;2,9;
2011-07-26;0;922,2;24,9;19,2;14,6;63,5;2,4;
